deltaLoad,partialDeltaLoad,deltaFreq2,partialDeltaFreq2,predictedLine_partials_deltaFreq2
0.07430000000000003,0.03698564143166147,1363.3034815763604,-0.031812849817237726,-0.13284512476499674
0.10285000000000002,0.23430598084386067,2665.3059996539814,-0.30941105990296214,0.09014906882280604
0.07685000000000003,0.5822126892473423,4431.304937311361,0.9765358672644224,0.3926120084193225
0.07755000000000001,-0.8267141134336986,4894.607573921494,-0.3701527097131589,0.47196193010036497
0.06914999999999999,-0.033371745448484036,11845.583379008021,1.819024823017844,1.6624567431151516
0.06120000000000003,0.5894826257058352,5612.028373600475,1.5685971397632543,0.5948347129608307
0.07494999999999999,-0.9465910026308798,918.0698159378662,-1.1075341717964196,-0.20910037070245382
0.10975000000000001,1.852657472404684,5807.993859909155,1.6785166863180008,0.6283977552619826
0.07894999999999996,-0.7372339833231529,-1119.7366379227933,-1.3449737316683246,-0.5581158300101806
0.10545000000000004,1.449385034339139,346.1371989433683,0.44490582918029864,-0.30705536767247227
0.07285,-1.3156575216214483,-1163.5054487372363,-1.7817773538636694,-0.5656121217118852
0.06764999999999999,1.0251040610530449,-4793.877567551026,0.06432523196980888,-1.1873865743863778
0.07879999999999998,-0.7095886929964221,2397.04559004162,-0.7113417566731273,0.04420406266308996
0.08484999999999998,0.07365279174302701,6500.170280021743,0.6267486505206142,0.7469469289236399
0.05940000000000001,-0.7776230001890008,4997.611270817877,0.14026169570561337,0.48960339085566756
0.07545000000000002,3.663858807779391,1874.6576086194254,3.654527953219592,-0.04526541611272428
0.07114999999999999,-0.25164438886735074,4160.707041119542,0.2356715370818907,0.3462666605340173
0.06660000000000002,-0.07886890885552178,2952.2461275480528,0.3126997339361829,0.13929335352218847
0.046650000000000025,-1.406983761463072,847.022177493076,-0.8882938487026886,-0.22126871187026195
0.11229999999999996,-0.5454179941889998,4997.611270817877,-0.9206886086003365,0.48960339085566756
0.07369999999999999,-0.9391520025476653,493.4150160692443,-1.1422692718364489,-0.28183107078566805
0.07795000000000002,-0.26323025280095536,-4997.611270817877,-1.5106889717003487,-1.2222800805323772
0.05879999999999996,1.7448946741015599,881.5923913805746,1.9724952816863999,-0.21534786543489354
0.08484999999999998,-0.33399354327473324,783.1204592871218,-0.7600577834793858,-0.23221317005860032
0.04934999999999998,-0.7873354184216212,-1363.3034815763604,-0.7132106146162238,-0.599831564911713
0.06580000000000003,-1.3631404347826719,-864.0768153872668,-1.6056378500894362,-0.5143289285506616
0.11269999999999997,1.4466746901761591,-366.1662646600489,0.14297086941247228,-0.429051703509492
0.07925000000000001,-0.32797231991211895,6197.919665578891,0.3102505923412811,0.6951804145787854
0.05560000000000001,-1.3054500086761691,3559.0698048157283,-0.541052491416077,0.24322414834283507
0.08289999999999997,0.25075462460826015,310.25646009539196,-0.20862881754183155,-0.31320066794159357
