deltaLoad,partialDeltaLoad,predictedLine_partials_deltaLoad,deltaFreq2,partialDeltaFreq2,predictedLine_partials_deltaFreq2,deltaArcLen2,partialDeltaArcLen2
0.07430000000000003,-0.00670096703261322,-0.07635887737878395,1363.3034815763604,-0.07135152389002197,-0.14100943423619283,8.838606031397894e-5,0.12150882828164239
0.10285000000000002,0.43632849228097914,0.7557197291724788,2665.3059996539814,-0.22370184509702595,0.09568939179447356,1.4727466342576037e-4,-0.5269540713002859
0.07685000000000003,0.3527440615886048,-0.0020401226780582854,4431.304937311361,0.7715250867234114,0.4167409024567481,5.3543104351390456e-5,0.5601239178879749
0.07755000000000001,-0.6544846809805726,0.01836110410253247,4894.607573921494,-0.17187832495084143,0.5009674601322635,1.4583819548644295e-4,-0.8740807475681301
0.06914999999999999,0.03480567491546338,-0.2264536172645647,11845.583379008021,2.0258862230027015,1.7646269308226734,1.3882656584539383e-4,0.09091168410855802
0.06120000000000003,0.3786647003464447,-0.45815326427270847,5612.028373600475,1.4682096433656184,0.6313916787464651,6.0598187489999415e-5,1.011078924192909
0.07494999999999999,-0.9556201334788071,-0.057414881082521796,918.0698159378662,-1.120156377990773,-0.2219511255944879,9.518967887260345e-5,-0.8763253666563238
0.10975000000000001,1.8867495884939953,0.9568175360097364,5807.993859909155,1.596949469205701,0.6670174167214418,1.1666259951291394e-4,0.8572202749354885
0.07894999999999996,-0.8951964505385854,0.059163557663713985,-1119.7366379227933,-1.546776158717559,-0.5924161505152596,5.65116558260421e-5,-0.7620972204817879
0.10545000000000004,1.726986969487978,0.8314957143575331,346.1371989433683,0.5695650779276671,-0.3259261772027781,1.5889019716569915e-4,0.6367601295119117
0.07285,-1.5840557959262815,-0.1186185614242957,-1163.5054487372363,-2.0658103789498172,-0.6003731444478315,3.1337429460522146e-5,-1.1622779374612056
0.06764999999999999,1.1449130991698548,-0.2701705317944034,-4793.877567551026,0.15472342301486597,-1.2603602079493923,1.1078849513138783e-4,1.3682482264104634
0.07879999999999998,-0.7694836839791833,0.054791866210730594,2397.04559004162,-0.7773548229288265,0.046920727261087314,8.717670406763628e-5,-0.7670972238051502
0.08484999999999998,0.08762534997070293,0.23111675481441327,6500.170280021743,0.6493609037246852,0.7928523085683956,1.137492347268513e-4,-0.20336934271614232
0.05940000000000001,-0.6474400829118732,-0.5106135617085156,4997.611270817877,0.3828665971313112,0.5196931183346687,1.3653948387429025e-4,-0.2970991659594865
0.07545000000000002,3.5881639997603596,-0.04284257623924141,1874.6576086194254,3.5829592673173116,-0.04804730868228979,8.23418350829292e-5,3.709483276588198
0.07114999999999999,-0.17560008048552087,-0.1681643978914464,4160.707041119542,0.3601116096617193,0.36754729225579363,1.2224994693732497e-4,-0.10476062269768087
0.06660000000000002,0.023263214064161264,-0.30077237196528955,2952.2461275480528,0.4718895400813739,0.14785395405192292,1.2528452039698904e-4,0.2133428625800333
0.046650000000000025,-1.4626134107379423,-0.8822073352121439,847.022177493076,-0.8152733763032366,-0.2348673007774383,8.444129599096466e-5,-0.5111778373437516
0.11229999999999996,-0.09252245506662637,1.0311362907104604,4997.611270817877,-0.603965627442418,0.5196931183346687,2.097973406196315e-4,-1.6066440123784616
0.07369999999999999,-0.9053786857164955,-0.09384564319072074,493.4150160692443,-1.1106847043723729,-0.2991516618465983,1.0389143012928581e-4,-0.8279857682960142
0.07795000000000002,-0.14912578560088957,0.030018947977156454,-4997.611270817877,-1.476542910130867,-1.2973981765528209,1.0900671368377428e-4,-0.21813110475766773
0.05879999999999996,1.620517019773554,-0.5281003275204523,881.5923913805746,1.9200347724899722,-0.2285825748040342,6.891765628330249e-5,2.286229710991153
0.08484999999999998,-0.5312985943806737,0.23111675481441327,783.1204592871218,-1.0088997255700627,-0.24648437637497575,5.2127373027990344e-5,-0.5508390917727708
0.04934999999999998,-0.8860336131447935,-0.8035168890584355,-1363.3034815763604,-0.719212348068317,-0.6366956239819593,6.938304451875718e-5,0.05304552970706082
0.06580000000000003,-1.2607203107468816,-0.3240880597145367,-864.0768153872668,-1.4825704731126303,-0.5459382220802856,1.1623107221369851e-4,-1.007443081538511
0.11269999999999997,1.6103208948703145,1.0427941345850844,-366.1662646600489,0.11210667560411414,-0.45542008468111594,1.313195104187014e-4,0.43024893676269915
0.07925000000000001,-0.5288616940964115,0.06790694056968317,6197.919665578891,0.14113572671146046,0.7379043613775549,6.42519776161602e-5,-0.438603207280572
0.05560000000000001,-1.4644070546828312,-0.6213630785174401,3559.0698048157283,-0.5848719159480944,0.25817206021729655,6.746554793537194e-5,-0.6990348420331902
0.08289999999999997,0.0784604147845699,0.17428476592562278,310.25646009539196,-0.4282735024890488,-0.332449151347996,5.667512194249138e-5,0.09571834208903994
